study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB22684	SAMEA104680381	ERX2434867	ERR2394064	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394064/ERR2394064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394064/ERR2394064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394064/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-2__batch-FJ45__well-D20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394064/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-2__batch-FJ45__well-D20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394064
PRJEB22684	SAMEA104680382	ERX2434868	ERR2394065	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394065/ERR2394065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394065/ERR2394065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394065/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-3__batch-FJ45__well-D20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394065/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-3__batch-FJ45__well-D20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394065
PRJEB22684	SAMEA104680383	ERX2434869	ERR2394066	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394066/ERR2394066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394066/ERR2394066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394066/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-4__batch-FJ45__well-D20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394066/HT-SELEX__ligand-lig147__TF-BHLHB8__cycle-4__batch-FJ45__well-D20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394066
PRJEB22684	SAMEA104680384	ERX2434870	ERR2394067	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394067/ERR2394067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394067/ERR2394067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394067/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-1__batch-FJ45__well-K7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394067/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-1__batch-FJ45__well-K7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394067
PRJEB22684	SAMEA104680385	ERX2434871	ERR2394068	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394068/ERR2394068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394068/ERR2394068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394068/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-2__batch-FJ45__well-K7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394068/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-2__batch-FJ45__well-K7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394068
PRJEB22684	SAMEA104680386	ERX2434872	ERR2394069	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394069/ERR2394069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394069/ERR2394069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394069/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-3__batch-FJ45__well-K7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394069/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-3__batch-FJ45__well-K7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394069
PRJEB22684	SAMEA104680387	ERX2434873	ERR2394070	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394070/ERR2394070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394070/ERR2394070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394070/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-4__batch-FJ45__well-K7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394070/HT-SELEX__ligand-lig147__TF-BHLHE22__cycle-4__batch-FJ45__well-K7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394070
PRJEB22684	SAMEA104680388	ERX2434874	ERR2394071	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394071/ERR2394071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394071/ERR2394071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394071/HT-SELEX__ligand-lig147__TF-CDX1__cycle-1__batch-FJ45__well-I8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394071/HT-SELEX__ligand-lig147__TF-CDX1__cycle-1__batch-FJ45__well-I8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394071
PRJEB22684	SAMEA104680389	ERX2434875	ERR2394072	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394072/ERR2394072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394072/ERR2394072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394072/HT-SELEX__ligand-lig147__TF-CDX1__cycle-2__batch-FJ45__well-I8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394072/HT-SELEX__ligand-lig147__TF-CDX1__cycle-2__batch-FJ45__well-I8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394072
PRJEB22684	SAMEA104680390	ERX2434876	ERR2394073	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394073/ERR2394073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394073/ERR2394073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394073/HT-SELEX__ligand-lig147__TF-CDX1__cycle-3__batch-FJ45__well-I8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394073/HT-SELEX__ligand-lig147__TF-CDX1__cycle-3__batch-FJ45__well-I8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394073
PRJEB22684	SAMEA104680391	ERX2434877	ERR2394074	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394074/ERR2394074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394074/ERR2394074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394074/HT-SELEX__ligand-lig147__TF-CDX1__cycle-4__batch-FJ45__well-I8__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394074/HT-SELEX__ligand-lig147__TF-CDX1__cycle-4__batch-FJ45__well-I8__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394074
PRJEB22684	SAMEA104680392	ERX2434878	ERR2394075	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394075/ERR2394075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394075/ERR2394075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394075/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-1__batch-FJ45__well-O16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394075/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-1__batch-FJ45__well-O16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394075
PRJEB22684	SAMEA104680393	ERX2434879	ERR2394076	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394076/ERR2394076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394076/ERR2394076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394076/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-2__batch-FJ45__well-O16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394076/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-2__batch-FJ45__well-O16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394076
PRJEB22684	SAMEA104680394	ERX2434880	ERR2394077	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394077/ERR2394077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394077/ERR2394077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394077/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-3__batch-FJ45__well-O16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394077/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-3__batch-FJ45__well-O16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394077
PRJEB22684	SAMEA104680395	ERX2434881	ERR2394078	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394078/ERR2394078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394078/ERR2394078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394078/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-4__batch-FJ45__well-O16__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394078/HT-SELEX__ligand-lig147__TF-CEBPB__cycle-4__batch-FJ45__well-O16__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394078
PRJEB22684	SAMEA104680396	ERX2434882	ERR2394079	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394079/ERR2394079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394079/ERR2394079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394079/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-1__batch-FJ45__well-M20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394079/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-1__batch-FJ45__well-M20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394079
PRJEB22684	SAMEA104680397	ERX2434883	ERR2394080	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394080/ERR2394080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394080/ERR2394080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394080/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-2__batch-FJ45__well-M20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394080/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-2__batch-FJ45__well-M20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394080
PRJEB22684	SAMEA104680398	ERX2434884	ERR2394081	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394081/ERR2394081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394081/ERR2394081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394081/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-3__batch-FJ45__well-M20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394081/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-3__batch-FJ45__well-M20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394081
PRJEB22684	SAMEA104680399	ERX2434885	ERR2394082	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394082/ERR2394082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394082/ERR2394082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394082/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-4__batch-FJ45__well-M20__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394082/HT-SELEX__ligand-lig147__TF-CEBPE__cycle-4__batch-FJ45__well-M20__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394082
PRJEB22684	SAMEA104680400	ERX2434886	ERR2394083	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394083/ERR2394083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394083/ERR2394083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394083/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-1__batch-FJ45__well-M5__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394083/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-1__batch-FJ45__well-M5__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394083
PRJEB22684	SAMEA104680401	ERX2434887	ERR2394084	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394084/ERR2394084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394084/ERR2394084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394084/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-2__batch-FJ45__well-M5__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394084/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-2__batch-FJ45__well-M5__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394084
PRJEB22684	SAMEA104680402	ERX2434888	ERR2394085	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394085/ERR2394085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394085/ERR2394085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394085/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-3__batch-FJ45__well-M5__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394085/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-3__batch-FJ45__well-M5__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394085
PRJEB22684	SAMEA104680403	ERX2434889	ERR2394086	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394086/ERR2394086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394086/ERR2394086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394086/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-4__batch-FJ45__well-M5__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394086/HT-SELEX__ligand-lig147__TF-CLOCK__cycle-4__batch-FJ45__well-M5__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394086
PRJEB22684	SAMEA104680404	ERX2434890	ERR2394087	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394087/ERR2394087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394087/ERR2394087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394087/HT-SELEX__ligand-lig147__TF-CREB1__cycle-1__batch-FJ45__well-J21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394087/HT-SELEX__ligand-lig147__TF-CREB1__cycle-1__batch-FJ45__well-J21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394087
PRJEB22684	SAMEA104680405	ERX2434891	ERR2394088	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394088/ERR2394088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394088/ERR2394088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394088/HT-SELEX__ligand-lig147__TF-CREB1__cycle-2__batch-FJ45__well-J21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394088/HT-SELEX__ligand-lig147__TF-CREB1__cycle-2__batch-FJ45__well-J21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394088
PRJEB22684	SAMEA104680406	ERX2434892	ERR2394089	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394089/ERR2394089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394089/ERR2394089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394089/HT-SELEX__ligand-lig147__TF-CREB1__cycle-3__batch-FJ45__well-J21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394089/HT-SELEX__ligand-lig147__TF-CREB1__cycle-3__batch-FJ45__well-J21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394089
PRJEB22684	SAMEA104680407	ERX2434893	ERR2394090	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394090/ERR2394090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394090/ERR2394090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394090/HT-SELEX__ligand-lig147__TF-CREB1__cycle-4__batch-FJ45__well-J21__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394090/HT-SELEX__ligand-lig147__TF-CREB1__cycle-4__batch-FJ45__well-J21__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394090
PRJEB22684	SAMEA104680408	ERX2434894	ERR2394091	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394091/ERR2394091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394091/ERR2394091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394091/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-1__batch-FJ45__well-C4__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394091/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-1__batch-FJ45__well-C4__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394091
PRJEB22684	SAMEA104680409	ERX2434895	ERR2394092	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394092/ERR2394092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394092/ERR2394092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394092/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-2__batch-FJ45__well-C4__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394092/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-2__batch-FJ45__well-C4__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394092
PRJEB22684	SAMEA104680410	ERX2434896	ERR2394093	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394093/ERR2394093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394093/ERR2394093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394093/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-3__batch-FJ45__well-C4__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394093/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-3__batch-FJ45__well-C4__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394093
PRJEB22684	SAMEA104680411	ERX2434897	ERR2394094	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394094/ERR2394094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394094/ERR2394094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394094/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-4__batch-FJ45__well-C4__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394094/HT-SELEX__ligand-lig147__TF-CREB3L1__cycle-4__batch-FJ45__well-C4__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394094
PRJEB22684	SAMEA104680412	ERX2434898	ERR2394095	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394095/ERR2394095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394095/ERR2394095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394095/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-1__batch-FJ45__well-A24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394095/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-1__batch-FJ45__well-A24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394095
PRJEB22684	SAMEA104680413	ERX2434899	ERR2394096	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394096/ERR2394096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394096/ERR2394096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394096/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-2__batch-FJ45__well-A24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394096/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-2__batch-FJ45__well-A24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394096
PRJEB22684	SAMEA104680414	ERX2434900	ERR2394097	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394097/ERR2394097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394097/ERR2394097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394097/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-3__batch-FJ45__well-A24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394097/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-3__batch-FJ45__well-A24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394097
PRJEB22684	SAMEA104680415	ERX2434901	ERR2394098	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394098/ERR2394098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394098/ERR2394098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394098/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-4__batch-FJ45__well-A24__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394098/HT-SELEX__ligand-lig147__TF-CREB3L4__cycle-4__batch-FJ45__well-A24__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394098
PRJEB22684	SAMEA104680416	ERX2434902	ERR2394099	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394099/ERR2394099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394099/ERR2394099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394099/HT-SELEX__ligand-lig147__TF-CREB5__cycle-1__batch-FJ45__well-B6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394099/HT-SELEX__ligand-lig147__TF-CREB5__cycle-1__batch-FJ45__well-B6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394099
PRJEB22684	SAMEA104680417	ERX2434903	ERR2394100	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394100/ERR2394100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394100/ERR2394100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394100/HT-SELEX__ligand-lig147__TF-CREB5__cycle-2__batch-FJ45__well-B6__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394100/HT-SELEX__ligand-lig147__TF-CREB5__cycle-2__batch-FJ45__well-B6__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394100
